"ID","Effect","EffectAmplitude","EffectAura","EffectAuraPeriod","EffectBasePoints","EffectUnk_320","EffectChainAmplitude","EffectChaintargets","EffectDieSides","EffectItemType","EffectMechanic","EffectMiscValue","EffectMiscValueB","EffectPointsPerCombo","EffectRadiusIndex","EffectRadiusMaxIndex","EffectRealPointsPerLevel","EffectSpellClassMask_1","EffectSpellClassMask_2","EffectSpellClassMask_3","EffectTriggerSpell","ImplicitTargetA","ImplicitTargetB","EffectSpellId","EffectIndex","Field26"
"61626","6","0","31","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67511","1","0"
"61625","6","0","303","0","50","0","1","0","0","0","0","19","0","0","0","0","0","0","0","0","0","1","0","67511","0","0"
"61630","6","0","303","0","-50","0","1","0","0","0","0","22","0","0","0","0","0","0","0","0","0","1","0","67512","2","0"
"61629","6","0","31","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67512","1","0"
"61628","6","0","303","0","50","0","1","0","0","0","0","19","0","0","0","0","0","0","0","0","0","1","0","67512","0","0"
"61633","6","0","303","0","-50","0","1","0","0","0","0","22","0","0","0","0","0","0","0","0","0","1","0","67513","2","0"
"61632","6","0","31","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67513","1","0"
"61631","6","0","303","0","50","0","1","0","0","0","0","19","0","0","0","0","0","0","0","0","0","1","0","67513","0","0"
"61634","56","0","0","0","1","0","1","0","0","0","0","35465","0","0","0","0","0","0","0","0","0","32","0","67514","0","0"
"61635","6","0","158","0","189","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67515","0","0"
"61636","6","0","158","0","210","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67516","0","0"
"61637","6","0","158","0","240","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67517","0","0"
"61639","0","0","0","0","1150","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67518","1","0"
"61638","38","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","25","0","67518","0","0"
"71114","64","0","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","24259","6","0","67519","1","0"
"71113","68","0","0","0","0","0","1","0","0","0","26","0","0","0","0","0","0","0","0","0","0","6","0","67519","0","0"
"61642","6","0","158","0","270","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67520","0","0"
"61643","6","0","158","0","306","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67521","0","0"
"71115","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","67522","0","0"
"71116","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67523","0","0"
"71117","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","67524","0","0"
"71118","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","67525","0","0"
"71119","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","67526","0","0"
"61644","28","1000","0","0","1","0","1","0","0","0","0","35468","41","0","0","0","0","0","0","0","0","32","0","67527","0","0"
"61645","10","0","0","0","18849","1","1","0","2301","0","0","0","0","0","0","0","0","0","0","0","0","21","0","67528","0","0"
"61646","2","0","0","0","4712","0","0.7","3","575","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67529","0","0"
"61647","6","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67537","21","0","67530","0","0"
"61648","2","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67531","0","0"
"61649","32","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67531","6","0","67532","0","0"
"61650","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67533","0","0"
"61651","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67535","6","0","67534","0","0"
"61652","10","0","0","0","0","0","1","0","0","0","0","0","0","0","10","0","0","0","0","0","0","22","15","67535","0","0"
"71120","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67536","0","0"
"61653","10","0","0","0","4712","0","1","0","575","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67537","0","0"
"61654","66","0","0","0","200","0","1","0","0","46725","0","0","0","0","0","0","0","0","0","0","0","1","0","67538","0","0"
"61655","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67539","0","0"
"61657","64","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67573","6","0","67540","1","0"
"61656","96","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67540","0","0"
"61660","6","0","263","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","67541","2","0"
"61659","6","0","147","0","0","0","1","0","0","0","0","1733","0","0","0","0","0","0","0","0","0","1","0","67541","1","0"
"61658","6","0","23","1000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67716","1","0","67541","0","0"
"61662","6","0","118","0","-50","0","1","0","0","0","0","127","0","0","0","0","0","0","0","0","0","6","0","67542","1","0"
"61661","31","0","0","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67542","0","0"
"61663","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","64","0","0","0","1","0","67544","0","0"
"61664","30","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67545","0","0"
"61666","6","0","23","600","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67546","1","0"
"61665","138","0","0","0","75","0","1","0","0","0","0","150","0","0","0","0","0","0","0","0","0","1","0","67546","0","0"
"61669","0","0","0","0","67590","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67547","2","0"
"61668","0","0","0","0","65684","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67547","1","0"
"61667","77","0","0","0","65686","0","1","0","0","0","0","0","0","0","28","0","0","0","0","0","0","22","7","67547","0","0"
"61670","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67549","0","0"
"61671","6","0","236","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67550","0","0"
"61672","77","0","0","0","66417","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","18","8","67551","0","0"
"61679","6","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67554","0","0"
"71122","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67555","0","0"
"61680","6","0","4","0","0","0","1","0","0","0","0","182","0","0","0","0","0","0","0","0","0","1","0","67556","0","0"
"61690","77","0","0","0","67550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67560","0","0"
"61700","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67565","0","0"
"61701","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","67566","0","0"
"71123","28","0","0","0","0","0","1","0","0","0","0","35485","2938","0","0","0","0","0","0","0","0","49","0","67569","0","0"
"71124","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67570","0","0"
"71125","140","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67569","25","0","67571","0","0"
"71126","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","67572","0","0"
"61702","31","0","0","0","200","0","1","0","0","0","12","0","0","0","0","0","0","0","0","0","0","6","0","67573","0","0"
"61703","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67574","0","0"
"61705","2","0","0","0","449","0","1","0","101","0","0","0","0","0","25","0","0","0","0","0","0","24","0","67575","1","0"
"61704","6","0","12","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67575","0","0"
"61707","2","0","0","0","449","0","1","0","101","0","0","0","0","0","25","0","0","0","0","0","0","24","0","67576","1","0"
"61706","6","0","12","0","0","0","1","0","0","0","0","0","0","0","25","0","0","0","0","0","0","24","0","67576","0","0"
"61710","6","0","3","2000","1500","0","1","0","0","0","0","0","0","0","27","0","0","0","0","0","0","24","0","67577","2","0"
"61709","2","0","0","0","6000","0","1","0","0","0","0","0","0","0","27","0","0","0","0","0","0","24","0","67577","1","0"
"61708","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67577","0","0"
"71128","2","0","0","0","21","0","1","0","7","0","0","0","0","0","8","0","0","0","0","0","0","16","0","67578","1","0"
"71127","6","0","12","0","0","0","1","0","0","0","0","0","0","0","8","0","0","0","0","0","0","16","0","67578","0","0"
"71129","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","67579","0","0"
"71130","28","0","0","0","0","0","1","0","0","0","0","35503","64","0","18","0","0","0","0","0","0","73","0","67581","0","0"
"71131","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67582","0","0"
"71132","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67583","0","0"
"71133","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67584","0","0"
"71135","6","0","4","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","18","8","67585","1","0"
"71134","134","0","0","0","0","0","1","0","0","0","0","35487","0","0","12","0","0","0","0","0","0","18","8","67585","0","0"
"71137","6","0","4","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","18","8","67586","1","0"
"71136","134","0","0","0","0","0","1","0","0","0","0","35488","0","0","12","0","0","0","0","0","0","18","8","67586","0","0"
"71139","6","0","4","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","18","8","67587","1","0"
"71138","134","0","0","0","0","0","1","0","0","0","0","35489","0","0","12","0","0","0","0","0","0","18","8","67587","0","0"
"71140","6","0","23","2000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67589","25","0","67588","0","0"
"71141","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","0","67589","0","0"
"61715","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67590","1","0"
"61714","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67590","0","0"
"71142","6","0","58","0","60","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67591","0","0"
"71143","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67593","0","0"
"61717","27","0","3","1000","1000","0","1","0","0","0","0","0","0","0","8","0","0","0","0","0","0","87","28","67594","0","0"
"71144","1","0","0","0","0","0","1","0","0","0","0","0","0","0","10","0","0","0","0","0","0","6","0","67595","0","0"
"61718","6","0","250","0","4608","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67596","0","0"
"71145","77","0","0","0","67570","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67597","0","0"
"109219","6","0","4","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67598","1","0"
"61719","6","0","4","0","1","0","1","0","0","0","0","14","0","0","0","0","0","0","0","262144","0","1","0","67598","0","0"
"61720","74","0","0","0","0","0","1","0","0","0","0","831","0","0","0","0","0","536870912","0","0","0","0","0","67599","0","0"
"61721","24","0","0","0","1","0","1","0","0","48720","0","0","0","0","0","0","0","0","0","0","0","1","0","67600","0","0"
"71146","6","0","23","500","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67605","1","0","67601","0","0"
"61723","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67602","1","0"
"61722","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67602","0","0"
"61725","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67603","1","0"
"61724","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67603","0","0"
"61727","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67604","1","0"
"61726","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67604","0","0"
"71148","3","0","0","0","1","0","1","0","0","0","0","0","0","0","21","21","0","0","0","0","0","18","8","67605","1","0"
"71147","144","0","0","0","400","0","1","0","0","0","0","2","0","0","15","0","0","0","0","0","0","18","16","67605","0","0"
"61728","2","0","0","0","6474","0","1","0","1051","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67606","0","0"
"61729","2","0","0","0","6937","0","1","0","1125","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67607","0","0"
"61730","2","0","0","0","10174","0","1","0","1651","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67608","0","0"
"61731","2","0","0","0","3699","0","1","0","601","0","0","0","0","0","35","0","0","0","0","0","0","24","0","67609","0","0"
"61732","2","0","0","0","3699","0","1","0","601","0","0","0","0","0","35","0","0","0","0","0","0","24","0","67610","0","0"
"61733","2","0","0","0","4624","0","1","0","751","0","0","0","0","0","35","0","0","0","0","0","0","24","0","67611","0","0"
"61735","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","66823","6","0","67612","1","0"
"61734","2","0","0","0","11099","0","1","0","1801","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67612","0","0"
"61737","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","66823","6","0","67613","1","0"
"61736","2","0","0","0","12949","0","1","0","2101","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67613","0","0"
"61739","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","66823","6","0","67614","1","0"
"61738","2","0","0","0","18499","0","1","0","3001","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67614","0","0"
"61740","2","0","0","0","6937","0","1","0","1125","0","0","0","0","0","13","0","0","0","0","0","0","53","16","67615","0","0"
"61741","2","0","0","0","8324","0","1","0","1351","0","0","0","0","0","13","0","0","0","0","0","0","53","16","67616","0","0"
"61742","2","0","0","0","12949","0","1","0","2101","0","0","0","0","0","13","0","0","0","0","0","0","53","16","67617","0","0"
"61745","6","0","226","2000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67618","2","0"
"61744","6","0","3","2000","3000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67618","1","0"
"61743","6","0","33","0","-10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67618","0","0"
"61748","6","0","226","1500","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67619","2","0"
"61747","6","0","3","1500","3000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67619","1","0"
"61746","6","0","33","0","-10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67619","0","0"
"61751","6","0","226","1500","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67620","2","0"
"61750","6","0","3","1500","5000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67620","1","0"
"61749","6","0","33","0","-10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67620","0","0"
"61753","77","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","22","30","67621","1","0"
"61752","2","0","0","0","3237","0","1","0","525","0","0","0","0","0","13","0","0","0","0","0","0","22","30","67621","0","0"
"61755","77","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","22","30","67622","1","0"
"61754","2","0","0","0","5549","0","1","0","901","0","0","0","0","0","13","0","0","0","0","0","0","22","30","67622","0","0"
"61757","77","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","22","30","67623","1","0"
"61756","2","0","0","0","8324","0","1","0","1351","0","0","0","0","0","13","0","0","0","0","0","0","22","30","67623","0","0"
"61759","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","66869","6","0","67624","1","0"
"61758","2","0","0","0","12949","0","1","0","2101","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67624","0","0"
"61761","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","66869","6","0","67625","1","0"
"61760","2","0","0","0","11099","0","1","0","1801","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67625","0","0"
"61763","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","66869","6","0","67626","1","0"
"61762","2","0","0","0","18499","0","1","0","3001","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67626","0","0"
"61764","2","0","0","0","6937","0","1","0","1125","0","0","0","0","0","13","0","0","0","0","0","0","53","16","67627","0","0"
"61765","2","0","0","0","8324","0","1","0","1351","0","0","0","0","0","13","0","0","0","0","0","0","53","16","67628","0","0"
"61766","2","0","0","0","12949","0","1","0","2101","0","0","0","0","0","13","0","0","0","0","0","0","53","16","67629","0","0"
"61767","129","0","226","1000","10","0","1","0","0","0","0","25171","0","0","28","0","0","0","0","0","0","1","0","67630","0","0"
"61768","6","0","22","0","7056","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","67631","0","0"
"61769","2","0","0","0","6474","0","1","0","1051","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67632","0","0"
"61770","2","0","0","0","6937","0","1","0","1125","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67633","0","0"
"61771","2","0","0","0","10174","0","1","0","1651","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67634","0","0"
"61772","2","0","0","0","3699","0","1","0","601","0","0","0","0","0","35","0","0","0","0","0","0","24","0","67635","0","0"
"61773","2","0","0","0","3699","0","1","0","601","0","0","0","0","0","35","0","0","0","0","0","0","24","0","67636","0","0"
"61774","2","0","0","0","4624","0","1","0","751","0","0","0","0","0","35","0","0","0","0","0","0","24","0","67637","0","0"
"61775","2","0","0","0","5087","0","1","0","825","0","0","0","0","0","10","0","0","0","0","0","0","22","15","67638","0","0"
"61776","2","0","0","0","6474","0","1","0","1051","0","0","0","0","0","10","0","0","0","0","0","0","22","15","67639","0","0"
"61777","2","0","0","0","8324","0","1","0","1351","0","0","0","0","0","10","0","0","0","0","0","0","22","15","67640","0","0"
"61778","28","0","0","0","1","0","1","0","0","0","0","35176","64","0","0","0","0","0","0","0","0","18","0","67641","0","0"
"61779","28","0","0","0","1","0","1","0","0","0","0","35176","64","0","0","0","0","0","0","0","0","18","0","67642","0","0"
"61780","28","0","0","0","1","0","1","0","0","0","0","35176","64","0","0","0","0","0","0","0","0","18","0","67643","0","0"
"61782","98","0","0","0","78","0","1","0","23","0","0","200","0","0","18","0","0","0","0","0","0","22","15","67644","1","0"
"61781","2","0","0","0","6937","0","1","0","1125","0","0","0","0","0","18","0","0","0","0","0","0","22","15","67644","0","0"
"61784","98","0","0","0","78","0","1","0","23","0","0","200","0","0","18","0","0","0","0","0","0","22","15","67645","1","0"
"61783","2","0","0","0","8324","0","1","0","1351","0","0","0","0","0","18","0","0","0","0","0","0","22","15","67645","0","0"
"61786","98","0","0","0","78","0","1","0","23","0","0","200","0","0","18","0","0","0","0","0","0","22","15","67646","1","0"
"61785","2","0","0","0","10174","0","1","0","1651","0","0","0","0","0","18","0","0","0","0","0","0","22","15","67646","0","0"
"61788","68","0","0","0","8","0","1","0","0","0","26","0","0","0","9","9","0","0","0","0","0","22","15","67647","1","0"
"61787","2","0","0","0","7799","0","1","0","401","0","0","0","0","0","18","18","0","0","0","0","0","22","15","67647","0","0"
"61790","68","0","0","0","8","0","1","0","0","0","26","0","0","0","9","9","0","0","0","0","0","22","15","67648","1","0"
"61789","2","0","0","0","9262","0","1","0","475","0","0","0","0","0","18","18","0","0","0","0","0","22","15","67648","0","0"
"61792","68","0","0","0","8","0","1","0","0","0","26","0","0","0","9","9","0","0","0","0","0","22","15","67649","1","0"
"61791","2","0","0","0","11699","0","1","0","601","0","0","0","0","0","18","18","0","0","0","0","0","22","15","67649","0","0"
"61795","6","0","12","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67650","2","0"
"61794","6","0","3","1000","4000","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67650","1","0"
"61793","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67650","0","0"
"61798","6","0","12","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67651","2","0"
"61797","6","0","3","1000","4000","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67651","1","0"
"61796","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67651","0","0"
"61801","6","0","12","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67652","2","0"
"61800","6","0","3","1000","6000","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","24","0","67652","1","0"
"61799","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","67652","0","0"
"61802","6","0","42","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67631","1","0","67653","0","0"
"61804","6","0","12","0","0","0","1","0","0","0","12","0","0","0","0","0","0","0","0","0","0","6","0","67654","1","0"
"61803","2","0","0","0","69374","0","1","0","11251","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67654","0","0"
"61806","6","0","12","0","0","0","1","0","0","0","12","0","0","0","0","0","0","0","0","0","0","6","0","67655","1","0"
"61805","2","0","0","0","55499","0","1","0","9001","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67655","0","0"
"61808","6","0","12","0","0","0","1","0","0","0","12","0","0","0","0","0","0","0","0","0","0","6","0","67656","1","0"
"61807","2","0","0","0","83249","0","1","0","13501","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67656","0","0"
"61811","6","0","31","0","75","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67657","2","0"
"61810","6","0","138","0","50","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67657","1","0"
"61809","6","0","79","0","50","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","67657","0","0"
"61814","6","0","31","0","75","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67658","2","0"
"61813","6","0","138","0","75","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67658","1","0"
"61812","6","0","79","0","75","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","67658","0","0"
"61817","6","0","31","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67659","2","0"
"61816","6","0","138","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67659","1","0"
"61815","6","0","79","0","100","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","67659","0","0"
"61820","6","0","12","0","0","0","1","0","0","0","0","0","0","0","41","0","0","0","0","0","0","22","15","67660","2","0"
"61819","2","0","0","0","9249","0","1","0","1501","0","0","0","0","0","41","0","0","0","0","0","0","22","15","67660","1","0"
"61818","98","0","0","0","150","0","1","0","0","0","0","400","0","0","41","0","0","0","0","0","0","22","15","67660","0","0"
"61823","6","0","12","0","0","0","1","0","0","0","0","0","0","0","41","0","0","0","0","0","0","22","15","67661","2","0"
"61822","2","0","0","0","10174","0","1","0","1651","0","0","0","0","0","41","0","0","0","0","0","0","22","15","67661","1","0"
"61821","98","0","0","0","150","0","1","0","0","0","0","400","0","0","41","0","0","0","0","0","0","22","15","67661","0","0"
"61826","6","0","12","0","0","0","1","0","0","0","0","0","0","0","41","0","0","0","0","0","0","22","15","67662","2","0"
"61825","2","0","0","0","16187","0","1","0","2625","0","0","0","0","0","41","0","0","0","0","0","0","22","15","67662","1","0"
"61824","98","0","0","0","150","0","1","0","0","0","0","400","0","0","41","0","0","0","0","0","0","22","15","67662","0","0"
"61828","98","0","0","0","200","0","1","0","0","0","12","150","0","0","18","0","0","0","0","0","0","22","15","67663","1","0"
"61827","2","0","0","0","8324","0","1","0","1351","0","0","0","0","0","18","0","0","0","0","0","0","22","15","67663","0","0"
"61830","98","0","0","0","200","0","1","0","0","0","12","150","0","0","18","0","0","0","0","0","0","22","15","67664","1","0"
"61829","2","0","0","0","9249","0","1","0","1501","0","0","0","0","0","18","0","0","0","0","0","0","22","15","67664","0","0"
"61832","98","0","0","0","200","0","1","0","0","0","12","150","0","0","18","0","0","0","0","0","0","22","15","67665","1","0"
"61831","2","0","0","0","12949","0","1","0","2101","0","0","0","0","0","18","0","0","0","0","0","0","22","15","67665","0","0"
"61833","30","0","0","0","500","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","67666","0","0"
"61834","6","0","42","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67666","1","0","67667","0","0"
"61836","6","0","135","0","590","1","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","67669","1","0"
"61835","6","0","13","0","590","1","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","67669","0","0"
"61837","6","0","42","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67669","1","0","67670","0","0"
"61839","6","0","124","0","1008","1","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","67671","1","0"
"61838","6","0","99","0","1008","1","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","67671","0","0"
"61840","6","0","42","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","67671","1","0","67672","0","0"
"61841","6","0","326","0","1","0","1","0","0","0","0","17","391","0","0","0","0","0","0","0","0","1","0","67673","0","0"
"61842","2","0","0","0","5624","1","1","0","1251","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67674","0","0"
"61843","6","0","8","3000","22000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","67675","0","0"
"61845","6","0","3","2000","4000","0.25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67676","1","0"
"61844","2","0","0","0","2642","1","1","0","715","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67676","0","0"
"61847","6","0","3","1000","1250","0","1","0","0","0","0","0","0","0","28","0","0","0","0","0","0","22","15","67677","1","0"
"61846","6","0","7","0","0","0","1","0","0","0","0","0","0","0","28","0","0","0","0","0","0","22","15","67677","0","0"
"61849","6","0","193","0","-90","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67678","1","0"
"61848","2","0","0","0","5312","1","1","0","1875","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67678","0","0"
"61850","6","0","3","1000","1875","0","1","0","0","0","15","0","0","0","0","0","0","0","0","0","0","6","0","67679","0","0"
"61851","2","0","0","0","16000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","67680","0","0"
"61853","6","0","5","0","0","0","1","0","0","0","2","0","0","0","33","0","0","0","0","0","0","22","15","67681","1","0"
